"","sex","birth","age","ageg","marriage","group_marriage","religion","code_job","job","income","code_region","region"
"7497","female",1978,38,"middle",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"7498","female",2003,13,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7499","female",2005,11,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7500","male",1945,71,"old",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"7501","female",1944,72,"old",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"7502","male",1941,75,"old",5,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7503","male",1973,43,"middle",1,"marriage","yes",312,"경영관련 사무원",322,5,"대전/충남"
"7504","female",1973,43,"middle",1,"marriage","yes",311,"행정 사무원",300,5,"대전/충남"
"7505","male",2010,6,"young",0,NA,"yes",NA,NA,NA,5,"대전/충남"
"7506","male",1971,45,"middle",1,"marriage","no",312,"경영관련 사무원",347,2,"수도권(인천/경기)"
"7507","female",1971,45,"middle",1,"marriage","no",235,"전기 전자 및 기계 공학 기술자 및 시험원",212,2,"수도권(인천/경기)"
"7508","male",2002,14,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7509","male",1964,52,"middle",1,"marriage","no",313,"회계 및 경리 사무원",368.3,2,"수도권(인천/경기)"
"7510","female",1970,46,"middle",1,"marriage","no",313,"회계 및 경리 사무원",260,2,"수도권(인천/경기)"
"7511","male",1995,21,"young",5,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7512","male",1999,17,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7513","male",1971,45,"middle",1,"marriage","no",235,"전기 전자 및 기계 공학 기술자 및 시험원",416.7,2,"수도권(인천/경기)"
"7514","female",1972,44,"middle",1,"marriage","no",243,"간호사",183.3,2,"수도권(인천/경기)"
"7515","male",1999,17,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7516","female",2001,15,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7517","male",1960,56,"middle",3,"divorce","no",930,"제조관련 단순 종사원",210,2,"수도권(인천/경기)"
"7518","male",1991,25,"young",5,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7519","female",1993,23,"young",5,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7520","female",1964,52,"middle",3,"divorce","no",259,"기타 교육 전문가",175,2,"수도권(인천/경기)"
"7521","female",1959,57,"middle",2,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7522","male",1992,24,"young",5,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7523","female",1935,81,"old",2,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7524","female",1934,82,"old",2,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"7525","male",1959,57,"middle",1,"marriage","no",510,"영업 종사자",NA,2,"수도권(인천/경기)"
"7526","female",1960,56,"middle",1,"marriage","no",252,"학교 교사",512.1,2,"수도권(인천/경기)"
"7527","female",1985,31,"middle",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"7528","male",1980,36,"middle",1,"marriage","no",521,"매장 판매 종사자",275,2,"수도권(인천/경기)"
"7529","female",2011,5,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7530","male",2014,2,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7531","male",1958,58,"middle",1,"marriage","no",236,"안전 관리 및 검사원",222.8,2,"수도권(인천/경기)"
"7532","female",1961,55,"middle",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"7533","female",1987,29,"young",1,"marriage","yes",521,"매장 판매 종사자",178.5,2,"수도권(인천/경기)"
"7534","male",1982,34,"middle",1,"marriage","yes",312,"경영관련 사무원",263.2,2,"수도권(인천/경기)"
"7535","male",1973,43,"middle",1,"marriage","no",411,"경찰 소방 및 교도 관련 종사자",416.7,2,"수도권(인천/경기)"
"7536","female",1974,42,"middle",1,"marriage","no",411,"경찰 소방 및 교도 관련 종사자",416.7,2,"수도권(인천/경기)"
"7537","male",2000,16,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7538","male",2002,14,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7539","female",1948,68,"old",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"7540","male",1947,69,"old",1,"marriage","no",942,"경비원 및 검표원",130,2,"수도권(인천/경기)"
"7541","male",1953,63,"old",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"7542","female",1954,62,"old",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"7543","female",1983,33,"middle",5,NA,"yes",311,"행정 사무원",259.5,2,"수도권(인천/경기)"
"7544","male",1974,42,"middle",1,"marriage","yes",134,"문화 예술 디자인 및 영상 관련 관리자",1043.3,2,"수도권(인천/경기)"
"7545","female",1973,43,"middle",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"7546","male",2001,15,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"7547","female",2003,13,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"7548","male",1947,69,"old",1,"marriage","no",611,"작물재배 종사자",NA,2,"수도권(인천/경기)"
"7549","female",1952,64,"old",1,"marriage","no",941,"청소원 및 환경 미화원",120,2,"수도권(인천/경기)"
"7550","male",1969,47,"middle",1,"marriage","no",231,"건축 및 토목 공학 기술자 및 시험원",120,7,"광주/전남/전북/제주도"
"7551","female",1968,48,"middle",1,"marriage","no",231,"건축 및 토목 공학 기술자 및 시험원",NA,7,"광주/전남/전북/제주도"
"7552","male",1999,17,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"7553","male",2001,15,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"7554","female",1942,74,"old",2,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"7555","female",1969,47,"middle",4,NA,"no",930,"제조관련 단순 종사원",171,2,"수도권(인천/경기)"
"7556","female",1988,28,"young",5,NA,"no",313,"회계 및 경리 사무원",158.7,2,"수도권(인천/경기)"
"7557","male",1992,24,"young",5,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7558","female",1964,52,"middle",2,NA,"yes",441,"주방장 및 조리사",123,2,"수도권(인천/경기)"
"7559","female",1989,27,"young",5,NA,"yes",313,"회계 및 경리 사무원",163,2,"수도권(인천/경기)"
"7560","male",1994,22,"young",5,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"7561","male",1968,48,"middle",1,"marriage","no",831,"석유 및 화학물 가공장치 조작원",300,2,"수도권(인천/경기)"
"7562","female",1972,44,"middle",1,"marriage","no",259,"기타 교육 전문가",NA,2,"수도권(인천/경기)"
"7563","male",1996,20,"young",5,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7564","male",1997,19,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7565","male",1960,56,"middle",1,"marriage","no",892,"인쇄 및 사진현상 관련 기계조작원",278,2,"수도권(인천/경기)"
"7566","female",1965,51,"middle",1,"marriage","no",441,"주방장 및 조리사",137,2,"수도권(인천/경기)"
"7567","female",1993,23,"young",5,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7568","female",1996,20,"young",5,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7569","male",1940,76,"old",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"7570","female",1943,73,"old",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"7571","male",1942,74,"old",1,"marriage","yes",942,"경비원 및 검표원",108,2,"수도권(인천/경기)"
"7572","female",1945,71,"old",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"7573","male",1973,43,"middle",1,"marriage","yes",254,"문리 기술 및 예능 강사",183,2,"수도권(인천/경기)"
"7574","female",1978,38,"middle",1,"marriage","yes",252,"학교 교사",291.7,2,"수도권(인천/경기)"
"7575","male",2013,3,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"7576","male",1965,51,"middle",1,"marriage","no",922,"배달원",308.3,2,"수도권(인천/경기)"
"7577","female",1967,49,"middle",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"7578","female",1996,20,"young",5,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7579","male",1998,18,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7580","male",1939,77,"old",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"7581","female",1936,80,"old",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"7582","male",2007,9,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7583","male",1947,69,"old",1,"marriage","no",611,"작물재배 종사자",NA,2,"수도권(인천/경기)"
"7584","female",1959,57,"middle",1,"marriage","no",611,"작물재배 종사자",NA,2,"수도권(인천/경기)"
"7585","male",1988,28,"young",5,NA,"no",922,"배달원",180,2,"수도권(인천/경기)"
"7586","male",1990,26,"young",1,"marriage","no",953,"판매관련 단순 종사원",166.3,1,"서울"
"7587","female",1989,27,"young",1,"marriage","yes",NA,NA,NA,1,"서울"
"7588","male",1924,92,"old",1,"marriage","no",NA,NA,NA,1,"서울"
"7589","female",1937,79,"old",1,"marriage","no",941,"청소원 및 환경 미화원",20,1,"서울"
"7590","female",2010,6,"young",0,NA,"no",NA,NA,NA,1,"서울"
"7591","male",1958,58,"middle",3,"divorce","no",772,"건설관련 기능 종사자",220.8,1,"서울"
"7592","female",1970,46,"middle",3,"divorce","no",NA,NA,NA,4,"대구/경북"
"7593","female",1933,83,"old",2,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"7594","female",1954,62,"old",2,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7595","male",1983,33,"middle",5,NA,"no",874,"물품이동 장비 조작원",150,2,"수도권(인천/경기)"
"7596","male",1935,81,"old",1,"marriage","no",611,"작물재배 종사자",NA,2,"수도권(인천/경기)"
"7597","female",1935,81,"old",1,"marriage","no",611,"작물재배 종사자",NA,2,"수도권(인천/경기)"
"7598","male",1969,47,"middle",5,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7599","male",1959,57,"middle",3,"divorce","no",941,"청소원 및 환경 미화원",364.8,2,"수도권(인천/경기)"
"7600","female",1936,80,"old",2,NA,"no",611,"작물재배 종사자",NA,2,"수도권(인천/경기)"
"7601","male",1994,22,"young",5,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7602","female",2000,16,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7603","male",1975,41,"middle",1,"marriage","no",873,"자동차 운전원",NA,2,"수도권(인천/경기)"
"7604","female",1976,40,"middle",1,"marriage","no",313,"회계 및 경리 사무원",156.7,2,"수도권(인천/경기)"
"7605","male",2002,14,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7606","female",2005,11,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7607","male",1965,51,"middle",1,"marriage","no",874,"물품이동 장비 조작원",198,2,"수도권(인천/경기)"
"7608","female",1969,47,"middle",1,"marriage","no",930,"제조관련 단순 종사원",222,2,"수도권(인천/경기)"
"7609","male",2000,16,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7610","male",2003,13,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7611","male",1971,45,"middle",1,"marriage","no",751,"자동차 정비원",NA,2,"수도권(인천/경기)"
"7612","female",1971,45,"middle",1,"marriage","no",422,"이 미용 및 관련 서비스 종사자",NA,2,"수도권(인천/경기)"
"7613","female",2002,14,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7614","female",2006,10,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7615","female",1951,65,"old",2,NA,"no",941,"청소원 및 환경 미화원",110,2,"수도권(인천/경기)"
"7616","male",1976,40,"middle",1,"marriage","no",922,"배달원",377.9,2,"수도권(인천/경기)"
"7617","female",1981,35,"middle",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"7618","male",1977,39,"middle",1,"marriage","no",854,"운송차량 및 기계 관련 조립원",278,2,"수도권(인천/경기)"
"7619","male",2007,9,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7620","female",1978,38,"middle",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"7621","male",2013,3,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7622","male",1956,60,"old",1,"marriage","yes",611,"작물재배 종사자",NA,2,"수도권(인천/경기)"
"7623","female",1959,57,"middle",1,"marriage","yes",441,"주방장 및 조리사",NA,2,"수도권(인천/경기)"
"7624","male",1989,27,"young",5,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"7625","male",1992,24,"young",5,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"7626","male",1956,60,"old",1,"marriage","no",873,"자동차 운전원",160,2,"수도권(인천/경기)"
"7627","female",1961,55,"middle",1,"marriage","no",432,"여가 및 스포츠 관련 종사자",NA,2,"수도권(인천/경기)"
"7628","female",1995,21,"young",5,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7629","female",1961,55,"middle",4,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"7630","female",1988,28,"young",5,NA,"yes",246,"보건의료관련 종사자",148,2,"수도권(인천/경기)"
"7631","male",1994,22,"young",5,NA,"no",953,"판매관련 단순 종사원",98,2,"수도권(인천/경기)"
"7632","female",1969,47,"middle",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"7633","female",1934,82,"old",2,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"7634","male",1968,48,"middle",1,"marriage","yes",510,"영업 종사자",NA,2,"수도권(인천/경기)"
"7635","male",2011,5,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"7636","female",1936,80,"old",2,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7637","male",1972,44,"middle",1,"marriage","no",862,"전기 및 전자 설비 조작원",317.5,2,"수도권(인천/경기)"
"7638","female",1976,40,"middle",1,"marriage","no",442,"음식서비스 종사자",93,2,"수도권(인천/경기)"
"7639","male",1996,20,"young",5,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7640","female",2002,14,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7641","male",2007,9,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7642","female",1942,74,"old",3,"divorce","no",NA,NA,NA,2,"수도권(인천/경기)"
"7643","female",1940,76,"old",2,NA,"yes",941,"청소원 및 환경 미화원",98,2,"수도권(인천/경기)"
"7644","female",1971,45,"middle",5,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7645","male",1965,51,"middle",1,"marriage","yes",320,"금융 및 보험관련 사무 종사자",750,2,"수도권(인천/경기)"
"7646","female",1965,51,"middle",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"7647","female",1997,19,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"7648","male",1940,76,"old",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"7649","female",1940,76,"old",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"7650","male",1944,72,"old",1,"marriage","yes",611,"작물재배 종사자",NA,2,"수도권(인천/경기)"
"7651","female",1945,71,"old",1,"marriage","yes",611,"작물재배 종사자",NA,2,"수도권(인천/경기)"
"7652","male",1939,77,"old",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"7653","female",1938,78,"old",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"7654","male",1921,95,"old",2,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7655","male",1957,59,"middle",1,"marriage","yes",875,"건설 및 채굴 기계운전원",NA,2,"수도권(인천/경기)"
"7656","female",1961,55,"middle",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"7657","male",1988,28,"young",5,NA,"yes",832,"화학 고무 및 플라스틱 제품 생산기 조작원",212.6,2,"수도권(인천/경기)"
"7658","female",1989,27,"young",5,NA,"yes",253,"유치원 교사",237.1,2,"수도권(인천/경기)"
"7659","male",1955,61,"old",5,NA,"yes",941,"청소원 및 환경 미화원",60,2,"수도권(인천/경기)"
"7660","male",1960,56,"middle",5,NA,"yes",941,"청소원 및 환경 미화원",60,2,"수도권(인천/경기)"
"7661","male",1934,82,"old",2,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"7662","male",1952,64,"old",1,"marriage","no",612,"원예 및 조경 종사자",NA,2,"수도권(인천/경기)"
"7663","female",1951,65,"old",1,"marriage","yes",422,"이 미용 및 관련 서비스 종사자",130,2,"수도권(인천/경기)"
"7664","male",1927,89,"old",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"7665","female",1929,87,"old",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"7666","male",1970,46,"middle",1,"marriage","yes",285,"디자이너",583.3,2,"수도권(인천/경기)"
"7667","female",1972,44,"middle",1,"marriage","yes",953,"판매관련 단순 종사원",118,2,"수도권(인천/경기)"
"7668","female",2000,16,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"7669","female",2003,13,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"7670","female",1929,87,"old",2,NA,"no",NA,NA,NA,1,"서울"
"7671","male",1966,50,"middle",1,"marriage","yes",312,"경영관련 사무원",441.6,2,"수도권(인천/경기)"
"7672","female",1970,46,"middle",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"7673","male",1998,18,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"7674","male",2002,14,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"7675","male",1975,41,"middle",1,"marriage","yes",283,"연극 영화 및 영상 전문가",318.4,5,"대전/충남"
"7676","female",1979,37,"middle",1,"marriage","yes",NA,NA,NA,5,"대전/충남"
"7677","female",2006,10,"young",0,NA,"yes",NA,NA,NA,5,"대전/충남"
"7678","male",2010,6,"young",0,NA,"yes",NA,NA,NA,5,"대전/충남"
"7679","male",1934,82,"old",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"7680","female",1937,79,"old",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"7681","male",1968,48,"middle",1,"marriage","yes",521,"매장 판매 종사자",333.3,2,"수도권(인천/경기)"
"7682","female",1973,43,"middle",1,"marriage","yes",530,"방문 노점 및 통신 판매 관련 종사자",291.6,2,"수도권(인천/경기)"
"7683","female",1999,17,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"7684","male",2001,15,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"7685","male",1939,77,"old",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"7686","female",1946,70,"old",1,"marriage","yes",941,"청소원 및 환경 미화원",100,2,"수도권(인천/경기)"
"7687","male",1971,45,"middle",1,"marriage","yes",259,"기타 교육 전문가",310,2,"수도권(인천/경기)"
"7688","female",1974,42,"middle",1,"marriage","yes",999,"기타 서비스관련 단순 종사원",78.7,2,"수도권(인천/경기)"
"7689","female",2004,12,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"7690","male",2007,9,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"7691","male",1976,40,"middle",1,"marriage","no",521,"매장 판매 종사자",666.7,2,"수도권(인천/경기)"
"7692","female",1977,39,"middle",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
